invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I257380,C337915,Female,28,Cosmetics,3,121.98,Credit Card,21/10/2022,Viaport Outlet
I215519,C303763,Female,27,Cosmetics,5,203.3,Cash,20/11/2022,Kanyon
I163052,C252998,Male,64,Toys,5,179.2,Credit Card,22/02/2022,Mall of Istanbul
I609817,C153421,Male,43,Food & Beverage,5,26.15,Debit Card,11/4/2022,Metropol AVM
I632750,C305115,Male,46,Books,3,45.45,Credit Card,22/12/2021,Kanyon
I867033,C186887,Female,45,Shoes,1,600.17,Debit Card,27/11/2022,Metropol AVM
I281098,C486951,Male,64,Souvenir,2,23.46,Debit Card,30/10/2021,Forum Istanbul
I281733,C321549,Female,41,Cosmetics,4,162.64,Cash,22/06/2021,Mall of Istanbul
I492537,C557543,Male,36,Clothing,1,300.08,Credit Card,17/05/2021,Metrocity
I313919,C321519,Male,32,Souvenir,3,35.19,Cash,3/11/2022,Cevahir AVM
I249744,C195307,Male,32,Cosmetics,1,40.66,Credit Card,12/1/2021,Istinye Park
I241900,C813494,Female,21,Clothing,3,900.24,Debit Card,6/8/2021,Emaar Square Mall
I280226,C267954,Female,28,Clothing,2,600.16,Cash,14/10/2022,Metrocity
I284916,C339642,Female,60,Clothing,3,900.24,Debit Card,5/9/2021,Forum Istanbul
I535657,C196155,Female,24,Shoes,3,1800.51,Cash,17/11/2021,Metropol AVM
I233279,C208045,Male,43,Souvenir,5,58.65,Cash,28/07/2021,Istinye Park
I119152,C128731,Male,64,Food & Beverage,5,26.15,Debit Card,11/11/2021,Cevahir AVM
I267401,C253741,Female,34,Books,2,30.3,Cash,2/5/2022,Istinye Park
I706637,C191329,Female,54,Clothing,4,1200.32,Credit Card,2/3/2021,Viaport Outlet
I550732,C124094,Male,27,Souvenir,5,58.65,Debit Card,23/11/2021,Mall of Istanbul
I349229,C145068,Female,40,Cosmetics,4,162.64,Cash,3/9/2021,Kanyon
I332642,C217567,Female,63,Technology,3,3150,Cash,1/11/2021,Cevahir AVM
I958526,C131569,Female,27,Clothing,2,600.16,Credit Card,22/06/2021,Mall of Istanbul
I223101,C736414,Female,57,Clothing,1,300.08,Credit Card,27/02/2021,Kanyon
I203541,C556637,Male,68,Cosmetics,3,121.98,Cash,17/08/2022,Emaar Square Mall
I270314,C251922,Male,37,Clothing,2,600.16,Credit Card,1/8/2022,Mall of Istanbul
I142778,C191382,Female,27,Cosmetics,4,162.64,Credit Card,2/4/2021,Zorlu Center
I339139,C314330,Male,27,Food & Beverage,1,5.23,Credit Card,18/02/2023,Cevahir AVM
I287999,C123672,Female,49,Food & Beverage,1,5.23,Cash,7/9/2022,Metropol AVM
I237755,C477115,Female,49,Food & Beverage,4,20.92,Credit Card,27/08/2021,Kanyon
I289603,C200454,Female,57,Toys,1,35.84,Cash,4/7/2021,Zorlu Center
I846073,C329466,Female,64,Cosmetics,2,81.32,Credit Card,4/6/2021,Emaar Square Mall
I165073,C257772,Male,22,Clothing,4,1200.32,Cash,22/12/2022,Mall of Istanbul
I312716,C670612,Male,44,Clothing,2,600.16,Credit Card,29/06/2021,Mall of Istanbul
I282304,C447551,Female,42,Clothing,4,1200.32,Credit Card,25/03/2022,Mall of Istanbul
I161675,C991424,Female,48,Clothing,1,300.08,Credit Card,7/2/2023,Mall of Istanbul
I156348,C914511,Female,27,Clothing,5,1500.4,Credit Card,22/07/2021,Metrocity
I257815,C131384,Male,52,Clothing,5,1500.4,Credit Card,13/06/2022,Emaar Square Mall
I102470,C240359,Male,60,Shoes,5,3000.85,Credit Card,10/2/2022,Mall of Istanbul
I163405,C109307,Male,36,Shoes,3,1800.51,Debit Card,10/1/2022,Metropol AVM
I109339,C118823,Female,63,Technology,4,4200,Cash,4/1/2022,Metrocity
I288605,C754444,Male,65,Clothing,1,300.08,Credit Card,14/07/2022,Mall of Istanbul
I201749,C234920,Male,61,Cosmetics,3,121.98,Credit Card,22/06/2022,Metropol AVM
I326761,C335350,Female,31,Clothing,3,900.24,Cash,20/12/2021,Metrocity
I664266,C892165,Male,54,Food & Beverage,2,10.46,Credit Card,10/8/2022,Kanyon
I901666,C244468,Female,38,Shoes,4,2400.68,Cash,28/05/2022,Metropol AVM
I239332,C109658,Female,65,Cosmetics,4,162.64,Credit Card,16/03/2022,Kanyon
I309461,C160904,Male,67,Food & Beverage,2,10.46,Cash,6/12/2021,Metropol AVM
I310666,C723972,Male,39,Books,1,15.15,Cash,4/2/2022,Viaport Outlet
I273037,C158833,Female,65,Clothing,4,1200.32,Cash,22/10/2022,Mall of Istanbul
I296785,C565829,Male,58,Clothing,4,1200.32,Credit Card,17/11/2021,Mall of Istanbul
I158535,C118613,Male,62,Shoes,4,2400.68,Credit Card,16/11/2021,Metrocity
I838572,C178450,Female,66,Souvenir,5,58.65,Credit Card,8/8/2022,Metropol AVM
I324982,C143078,Female,44,Food & Beverage,1,5.23,Cash,29/06/2022,Metropol AVM
I192727,C319102,Female,53,Technology,5,5250,Cash,21/01/2022,Mall of Istanbul
I265950,C437188,Female,42,Food & Beverage,3,15.69,Credit Card,27/06/2022,Metropol AVM
I581159,C278968,Female,25,Food & Beverage,5,26.15,Credit Card,2/2/2022,Mall of Istanbul
I308617,C503683,Female,60,Shoes,4,2400.68,Credit Card,22/10/2021,Kanyon
I288251,C286068,Male,55,Cosmetics,3,121.98,Cash,14/05/2022,Kanyon
I137832,C160132,Female,34,Toys,3,107.52,Credit Card,7/4/2021,Mall of Istanbul
I138676,C275522,Female,66,Food & Beverage,3,15.69,Cash,2/8/2021,Metropol AVM
I531430,C249115,Female,68,Food & Beverage,2,10.46,Credit Card,28/11/2022,Mall of Istanbul
I306483,C179091,Female,63,Shoes,3,1800.51,Credit Card,2/2/2023,Kanyon
I995353,C316479,Female,64,Souvenir,5,58.65,Cash,19/04/2021,Mall of Istanbul
I977567,C284681,Female,59,Food & Beverage,1,5.23,Cash,18/05/2021,Istinye Park
I114140,C142197,Male,35,Clothing,5,1500.4,Debit Card,21/06/2022,Metrocity
I518567,C309319,Male,24,Shoes,1,600.17,Cash,4/6/2021,Zorlu Center
I271390,C338799,Female,28,Cosmetics,3,121.98,Credit Card,9/3/2021,Emaar Square Mall
I158383,C410808,Female,39,Food & Beverage,3,15.69,Cash,13/08/2021,Kanyon
I326161,C167964,Male,39,Shoes,3,1800.51,Credit Card,16/12/2021,Cevahir AVM
I269795,C716377,Male,67,Cosmetics,4,162.64,Debit Card,14/02/2022,Forum Istanbul
I140878,C589697,Female,46,Technology,1,1050,Cash,14/01/2022,Kanyon
I138042,C136416,Female,57,Clothing,3,900.24,Debit Card,29/01/2022,Mall of Istanbul
I514210,C354342,Male,45,Toys,1,35.84,Cash,11/10/2022,Viaport Outlet
I195944,C259087,Female,37,Clothing,5,1500.4,Credit Card,2/12/2021,Metrocity
I371149,C635248,Female,59,Souvenir,5,58.65,Credit Card,2/3/2022,Kanyon
I991881,C713747,Female,22,Toys,3,107.52,Cash,5/5/2021,Mall of Istanbul
I112916,C169042,Male,49,Books,3,45.45,Cash,13/08/2022,Metropol AVM
I757377,C953694,Male,61,Clothing,1,300.08,Cash,23/10/2022,Emaar Square Mall
I718740,C458686,Female,58,Clothing,1,300.08,Cash,21/10/2022,Metropol AVM
I176812,C142070,Male,51,Toys,2,71.68,Debit Card,26/03/2022,Metropol AVM
I300867,C210270,Female,19,Clothing,3,900.24,Cash,20/10/2021,Mall of Istanbul
I189974,C125892,Female,51,Cosmetics,2,81.32,Cash,25/06/2021,Cevahir AVM
I554317,C179912,Female,46,Souvenir,1,11.73,Credit Card,30/10/2021,Metropol AVM
I745672,C135548,Female,69,Toys,5,179.2,Credit Card,12/3/2021,Kanyon
I108639,C172418,Female,54,Cosmetics,3,121.98,Credit Card,10/10/2021,Emaar Square Mall
I254005,C141789,Female,20,Toys,1,35.84,Credit Card,12/10/2021,Kanyon
I281659,C165823,Female,47,Food & Beverage,1,5.23,Cash,6/3/2022,Istinye Park
I698155,C335234,Female,61,Food & Beverage,1,5.23,Credit Card,26/11/2022,Metropol AVM
I112256,C231051,Male,25,Food & Beverage,1,5.23,Debit Card,9/10/2022,Mall of Istanbul
I614307,C672706,Female,22,Shoes,5,3000.85,Credit Card,9/1/2023,Metrocity
I103617,C223384,Male,54,Clothing,1,300.08,Credit Card,22/03/2021,Istinye Park
I244326,C321783,Male,53,Food & Beverage,5,26.15,Debit Card,2/9/2021,Metropol AVM
I312373,C522982,Female,46,Food & Beverage,5,26.15,Cash,14/03/2021,Mall of Istanbul
I958557,C193932,Male,27,Food & Beverage,1,5.23,Credit Card,21/11/2022,Metropol AVM
I265200,C103840,Male,36,Food & Beverage,5,26.15,Debit Card,26/05/2022,Metrocity
I696981,C440200,Male,24,Cosmetics,4,162.64,Credit Card,20/02/2023,Metrocity
I182684,C188744,Female,61,Toys,5,179.2,Cash,22/01/2023,Mall of Istanbul
I308826,C734390,Female,38,Cosmetics,5,203.3,Cash,11/8/2022,Metrocity
I337123,C232140,Male,44,Shoes,4,2400.68,Cash,7/4/2021,Metrocity
I285743,C764364,Female,55,Cosmetics,5,203.3,Cash,3/7/2022,Metropol AVM
I534670,C153724,Female,57,Cosmetics,5,203.3,Debit Card,26/08/2022,Mall of Istanbul
I927404,C129345,Female,66,Food & Beverage,3,15.69,Debit Card,4/4/2021,Istinye Park
I115494,C222593,Female,34,Toys,1,35.84,Cash,28/08/2022,Metropol AVM
I859174,C232415,Female,34,Cosmetics,3,121.98,Cash,16/05/2021,Metrocity
I199906,C184504,Female,42,Clothing,2,600.16,Cash,12/8/2021,Metropol AVM
I282448,C247989,Female,64,Clothing,5,1500.4,Cash,27/05/2022,Metrocity
I138780,C184272,Female,66,Clothing,4,1200.32,Credit Card,27/03/2021,Istinye Park
I527800,C388379,Male,69,Cosmetics,3,121.98,Credit Card,3/1/2021,Kanyon
I320903,C229390,Male,29,Food & Beverage,1,5.23,Debit Card,18/04/2022,Kanyon
I170433,C324651,Female,65,Shoes,5,3000.85,Debit Card,28/01/2021,Mall of Istanbul
I806560,C176866,Female,28,Clothing,4,1200.32,Credit Card,8/11/2021,Istinye Park
I142426,C216820,Female,57,Food & Beverage,1,5.23,Credit Card,4/9/2021,Mall of Istanbul
I149880,C154963,Female,34,Books,1,15.15,Cash,15/12/2021,Cevahir AVM
I197938,C251360,Female,41,Cosmetics,5,203.3,Debit Card,7/7/2021,Mall of Istanbul
I141644,C269950,Female,24,Cosmetics,1,40.66,Cash,28/10/2022,Mall of Istanbul
I180350,C237446,Female,65,Clothing,5,1500.4,Cash,20/03/2022,Zorlu Center
I210771,C208333,Female,61,Cosmetics,3,121.98,Credit Card,27/06/2022,Metrocity
I263589,C298348,Female,62,Cosmetics,5,203.3,Cash,23/09/2022,Istinye Park
I103076,C288406,Female,24,Clothing,4,1200.32,Debit Card,10/9/2021,Viaport Outlet
I929568,C298507,Female,43,Clothing,3,900.24,Credit Card,16/09/2022,Metropol AVM
I108797,C161412,Female,28,Cosmetics,1,40.66,Cash,9/10/2022,Emaar Square Mall
I218583,C444953,Male,46,Souvenir,1,11.73,Debit Card,6/3/2022,Metropol AVM
I180988,C330547,Female,48,Cosmetics,2,81.32,Credit Card,27/12/2021,Mall of Istanbul
I589748,C502229,Female,36,Souvenir,4,46.92,Cash,5/3/2022,Metropol AVM
I117086,C171091,Male,28,Clothing,2,600.16,Cash,9/6/2021,Emaar Square Mall
I569130,C308234,Male,35,Clothing,1,300.08,Credit Card,2/1/2022,Metrocity
I206574,C335256,Male,44,Clothing,1,300.08,Debit Card,19/07/2022,Kanyon
I232584,C206092,Female,50,Clothing,1,300.08,Credit Card,23/07/2022,Kanyon
I137738,C292335,Female,25,Shoes,4,2400.68,Credit Card,25/07/2021,Metropol AVM
I977450,C874673,Female,51,Food & Beverage,5,26.15,Cash,15/07/2021,Metropol AVM
I318318,C582476,Male,46,Cosmetics,2,81.32,Credit Card,28/09/2022,Metropol AVM
I160001,C135705,Female,43,Food & Beverage,4,20.92,Cash,8/2/2023,Mall of Istanbul
I319446,C290384,Female,28,Books,4,60.6,Debit Card,12/2/2022,Mall of Istanbul
I227414,C473319,Female,20,Clothing,2,600.16,Cash,26/06/2021,Mall of Istanbul
I935688,C231840,Female,29,Toys,5,179.2,Debit Card,23/03/2021,Metrocity
I770845,C411374,Male,50,Clothing,1,300.08,Credit Card,24/04/2022,Mall of Istanbul
I286599,C190853,Male,60,Clothing,1,300.08,Cash,17/02/2021,Metropol AVM
I640496,C244896,Female,60,Food & Beverage,5,26.15,Debit Card,20/12/2022,Mall of Istanbul
I882926,C153716,Female,60,Books,5,75.75,Debit Card,21/01/2022,Mall of Istanbul
I151008,C335381,Male,39,Clothing,4,1200.32,Credit Card,24/11/2022,Metrocity
I233007,C346311,Female,62,Clothing,1,300.08,Credit Card,7/3/2023,Mall of Istanbul
I249368,C133455,Male,68,Shoes,4,2400.68,Credit Card,3/7/2021,Metrocity
I198641,C214758,Male,47,Toys,4,143.36,Credit Card,26/01/2023,Kanyon
I123256,C289741,Female,40,Food & Beverage,3,15.69,Credit Card,14/02/2022,Cevahir AVM
I783606,C556738,Female,45,Cosmetics,5,203.3,Cash,24/03/2021,Metrocity
I212272,C552066,Male,56,Clothing,1,300.08,Cash,10/3/2022,Metrocity
I177773,C347365,Male,53,Food & Beverage,1,5.23,Cash,17/11/2021,Kanyon
I319070,C417356,Female,28,Clothing,3,900.24,Cash,8/11/2021,Metropol AVM
I199638,C964477,Female,50,Clothing,2,600.16,Cash,15/02/2022,Mall of Istanbul
I176184,C262813,Male,61,Clothing,4,1200.32,Cash,1/5/2022,Forum Istanbul
I185276,C285743,Male,47,Shoes,5,3000.85,Credit Card,12/9/2022,Cevahir AVM
I186772,C138210,Male,66,Shoes,4,2400.68,Credit Card,31/05/2021,Metropol AVM
I203702,C174872,Female,42,Clothing,4,1200.32,Debit Card,28/09/2021,Mall of Istanbul
I388519,C178595,Male,38,Food & Beverage,4,20.92,Cash,25/04/2022,Forum Istanbul
I290549,C332067,Female,52,Food & Beverage,3,15.69,Debit Card,21/12/2022,Mall of Istanbul
I288114,C308621,Female,30,Food & Beverage,3,15.69,Cash,3/5/2022,Zorlu Center
I109033,C235640,Female,59,Cosmetics,2,81.32,Cash,29/08/2021,Emaar Square Mall
I175682,C910287,Female,27,Clothing,5,1500.4,Cash,15/06/2021,Metropol AVM
I313048,C665029,Male,18,Food & Beverage,2,10.46,Debit Card,31/10/2021,Metropol AVM
I297476,C206454,Female,28,Shoes,1,600.17,Credit Card,1/3/2021,Metropol AVM
I243638,C962186,Male,43,Food & Beverage,1,5.23,Credit Card,29/03/2021,Mall of Istanbul
I234209,C236194,Female,33,Souvenir,5,58.65,Credit Card,15/10/2021,Istinye Park
I155774,C249075,Male,30,Clothing,2,600.16,Cash,11/1/2023,Emaar Square Mall
I178717,C233626,Female,50,Books,1,15.15,Cash,13/02/2023,Metrocity
I796970,C193299,Female,63,Clothing,2,600.16,Cash,16/07/2022,Metrocity
I148934,C145612,Female,47,Clothing,2,600.16,Cash,8/2/2023,Forum Istanbul
I219980,C277065,Male,61,Cosmetics,3,121.98,Debit Card,5/6/2022,Kanyon
I185283,C243669,Female,26,Clothing,5,1500.4,Cash,1/11/2021,Istinye Park
I423676,C490304,Male,36,Clothing,5,1500.4,Cash,30/05/2021,Metropol AVM
I206008,C854064,Female,25,Cosmetics,4,162.64,Cash,21/11/2021,Metrocity
I645337,C213094,Male,27,Toys,3,107.52,Credit Card,22/12/2021,Kanyon
I155010,C766231,Female,56,Cosmetics,5,203.3,Cash,15/02/2021,Mall of Istanbul
I287612,C175576,Male,34,Clothing,2,600.16,Cash,26/10/2021,Mall of Istanbul
I286482,C216918,Female,25,Books,5,75.75,Credit Card,11/11/2022,Mall of Istanbul
I233841,C202211,Male,24,Clothing,2,600.16,Debit Card,16/01/2023,Zorlu Center
I297030,C201765,Female,62,Clothing,5,1500.4,Debit Card,5/9/2022,Mall of Istanbul
I727995,C262342,Female,51,Shoes,5,3000.85,Cash,27/10/2022,Metropol AVM
I226841,C332592,Female,34,Toys,5,179.2,Cash,16/04/2021,Kanyon
I221162,C331814,Female,31,Clothing,5,1500.4,Cash,1/12/2022,Mall of Istanbul
I411862,C263426,Male,46,Clothing,1,300.08,Cash,3/8/2021,Metrocity
I414447,C221764,Male,22,Toys,2,71.68,Credit Card,5/2/2022,Metrocity
I186137,C154369,Male,69,Cosmetics,5,203.3,Credit Card,17/04/2022,Metropol AVM
I429578,C305148,Female,32,Clothing,3,900.24,Credit Card,28/04/2022,Metropol AVM
I874661,C296473,Female,39,Technology,4,4200,Cash,19/12/2022,Kanyon
I392180,C337793,Female,43,Clothing,3,900.24,Cash,1/10/2021,Metrocity
I663873,C108593,Male,26,Shoes,5,3000.85,Credit Card,12/9/2021,Metropol AVM
I214188,C173818,Male,42,Books,1,15.15,Cash,3/8/2022,Kanyon
I268289,C811345,Female,34,Books,5,75.75,Debit Card,20/10/2021,Metropol AVM
I206963,C379724,Female,43,Clothing,1,300.08,Debit Card,26/01/2023,Istinye Park
I241002,C816890,Male,28,Food & Beverage,5,26.15,Credit Card,19/06/2021,Metrocity
I142056,C956186,Male,29,Clothing,4,1200.32,Debit Card,8/11/2022,Emaar Square Mall
I333151,C145662,Female,25,Clothing,2,600.16,Credit Card,15/10/2022,Metrocity
I143046,C284813,Male,32,Books,5,75.75,Cash,28/05/2022,Kanyon
I280911,C200223,Female,43,Souvenir,1,11.73,Cash,13/06/2022,Kanyon
I232163,C157685,Female,60,Clothing,2,600.16,Credit Card,18/02/2022,Metropol AVM
I172652,C217588,Female,49,Toys,4,143.36,Credit Card,11/2/2022,Metrocity
I120682,C180017,Female,24,Technology,1,1050,Cash,12/8/2022,Forum Istanbul
I911312,C237070,Male,37,Food & Beverage,3,15.69,Cash,22/12/2021,Mall of Istanbul
I980153,C300422,Female,41,Cosmetics,2,81.32,Debit Card,22/10/2021,Mall of Istanbul
I946723,C306271,Male,52,Food & Beverage,1,5.23,Credit Card,20/05/2022,Zorlu Center
I341518,C603476,Female,37,Shoes,5,3000.85,Credit Card,13/03/2022,Kanyon
I199161,C125219,Female,47,Toys,3,107.52,Credit Card,17/01/2023,Kanyon
I285284,C318346,Female,59,Technology,5,5250,Cash,22/01/2023,Emaar Square Mall
I165337,C212786,Male,45,Shoes,2,1200.34,Cash,4/3/2023,Metrocity
I481894,C201814,Female,65,Clothing,1,300.08,Cash,22/08/2021,Emaar Square Mall
I153154,C319981,Female,36,Food & Beverage,3,15.69,Debit Card,19/03/2021,Mall of Istanbul
I265460,C196063,Male,29,Clothing,3,900.24,Cash,20/09/2022,Kanyon
I229321,C181814,Male,46,Clothing,1,300.08,Cash,20/02/2021,Zorlu Center
I448462,C311241,Female,68,Souvenir,5,58.65,Cash,19/12/2021,Istinye Park
I504202,C207802,Male,31,Toys,4,143.36,Credit Card,5/8/2021,Viaport Outlet
I169885,C322698,Female,31,Cosmetics,2,81.32,Cash,24/10/2022,Istinye Park
I273749,C202413,Male,54,Clothing,1,300.08,Credit Card,3/1/2023,Metrocity
I102837,C320088,Female,21,Clothing,3,900.24,Cash,27/11/2021,Kanyon
I233690,C585618,Female,53,Shoes,5,3000.85,Credit Card,31/07/2022,Viaport Outlet
I210815,C312770,Female,68,Clothing,2,600.16,Credit Card,21/01/2021,Cevahir AVM
I116447,C270428,Male,60,Toys,5,179.2,Debit Card,12/4/2021,Emaar Square Mall
I151486,C201691,Female,42,Clothing,1,300.08,Cash,19/03/2022,Kanyon
I622382,C473046,Female,40,Clothing,1,300.08,Cash,15/10/2022,Zorlu Center
I314934,C221833,Female,18,Clothing,2,600.16,Debit Card,14/02/2023,Metropol AVM
I238468,C198500,Female,31,Books,5,75.75,Credit Card,30/01/2022,Zorlu Center
I533334,C315832,Male,47,Clothing,5,1500.4,Cash,21/02/2021,Forum Istanbul
I161050,C326431,Female,56,Food & Beverage,1,5.23,Credit Card,27/05/2021,Istinye Park
I237473,C197789,Female,67,Shoes,4,2400.68,Cash,27/05/2021,Forum Istanbul
I317610,C164200,Female,50,Clothing,4,1200.32,Credit Card,12/7/2021,Viaport Outlet
I674196,C573151,Female,66,Clothing,3,900.24,Credit Card,10/2/2022,Kanyon
I507042,C185071,Female,33,Cosmetics,1,40.66,Credit Card,29/01/2021,Mall of Istanbul
I312271,C280730,Male,18,Toys,1,35.84,Cash,29/09/2022,Kanyon
I264908,C137657,Female,44,Food & Beverage,2,10.46,Credit Card,23/04/2021,Kanyon
I187593,C216416,Male,47,Cosmetics,1,40.66,Credit Card,18/11/2021,Metropol AVM
I109831,C112571,Female,51,Clothing,1,300.08,Cash,11/1/2021,Metrocity
I186874,C135380,Female,64,Food & Beverage,1,5.23,Credit Card,24/07/2021,Emaar Square Mall
I130491,C897872,Male,29,Clothing,4,1200.32,Cash,27/12/2022,Forum Istanbul
I295035,C147695,Male,25,Technology,1,1050,Cash,18/11/2021,Forum Istanbul
I127568,C186534,Female,33,Cosmetics,3,121.98,Credit Card,12/8/2021,Kanyon
I241954,C305311,Male,41,Clothing,4,1200.32,Cash,14/01/2021,Istinye Park
I146287,C231785,Male,49,Toys,1,35.84,Credit Card,14/09/2022,Zorlu Center
I306252,C230743,Male,35,Clothing,5,1500.4,Credit Card,24/08/2021,Metrocity
I229179,C160900,Female,69,Technology,1,1050,Debit Card,13/11/2022,Metropol AVM
I188922,C288564,Female,35,Clothing,5,1500.4,Cash,2/2/2023,Mall of Istanbul
I991166,C189807,Male,31,Clothing,1,300.08,Credit Card,1/4/2021,Kanyon
I322040,C237747,Female,66,Food & Beverage,3,15.69,Cash,22/10/2022,Mall of Istanbul
I219745,C195140,Female,54,Clothing,1,300.08,Credit Card,10/9/2022,Emaar Square Mall
I244028,C132788,Female,37,Shoes,5,3000.85,Cash,10/1/2021,Emaar Square Mall
I277357,C196401,Male,52,Clothing,4,1200.32,Debit Card,7/12/2021,Metrocity
I222581,C458103,Female,47,Cosmetics,4,162.64,Credit Card,28/11/2022,Emaar Square Mall
I293236,C180724,Female,44,Clothing,2,600.16,Cash,1/6/2021,Mall of Istanbul
I252570,C205427,Female,23,Shoes,4,2400.68,Credit Card,10/12/2022,Metrocity
I311142,C851717,Female,64,Clothing,5,1500.4,Cash,1/9/2022,Mall of Istanbul
I318254,C769900,Female,40,Food & Beverage,4,20.92,Credit Card,6/2/2023,Mall of Istanbul
I668350,C322578,Male,53,Food & Beverage,2,10.46,Cash,23/07/2021,Istinye Park
I261371,C293405,Male,48,Food & Beverage,2,10.46,Cash,18/12/2022,Forum Istanbul
I287099,C257671,Male,36,Clothing,3,900.24,Cash,30/08/2021,Mall of Istanbul
I282450,C291002,Female,34,Food & Beverage,2,10.46,Credit Card,1/8/2021,Mall of Istanbul
I157622,C203391,Female,60,Cosmetics,4,162.64,Cash,17/08/2022,Mall of Istanbul
I312732,C106279,Female,57,Clothing,2,600.16,Cash,23/01/2023,Cevahir AVM
I222216,C629950,Male,61,Shoes,3,1800.51,Cash,13/10/2021,Metropol AVM
I881012,C339469,Male,60,Cosmetics,1,40.66,Cash,19/08/2022,Kanyon
I413665,C317964,Male,56,Clothing,1,300.08,Credit Card,31/12/2021,Mall of Istanbul
I885981,C793393,Female,21,Cosmetics,3,121.98,Credit Card,11/11/2022,Istinye Park
I279271,C244523,Female,38,Clothing,4,1200.32,Credit Card,20/09/2021,Kanyon
I294005,C257625,Male,45,Clothing,3,900.24,Credit Card,11/4/2022,Mall of Istanbul
I158464,C297032,Male,29,Food & Beverage,2,10.46,Debit Card,13/09/2022,Zorlu Center
I276082,C934262,Female,38,Clothing,1,300.08,Debit Card,25/02/2023,Istinye Park
I294984,C154034,Female,33,Souvenir,4,46.92,Cash,6/3/2023,Cevahir AVM
I325685,C214534,Male,56,Cosmetics,3,121.98,Credit Card,14/11/2022,Kanyon
I223496,C250533,Male,35,Clothing,5,1500.4,Credit Card,22/11/2021,Metrocity
I229345,C308763,Male,22,Clothing,1,300.08,Debit Card,9/5/2022,Cevahir AVM
I263273,C481284,Male,28,Shoes,5,3000.85,Credit Card,16/01/2023,Mall of Istanbul
I429301,C183252,Female,65,Clothing,5,1500.4,Credit Card,20/06/2022,Mall of Istanbul
I185005,C161089,Female,34,Clothing,4,1200.32,Cash,2/6/2022,Istinye Park
I225712,C227382,Female,67,Clothing,3,900.24,Cash,24/10/2021,Emaar Square Mall
I321709,C173770,Male,54,Clothing,2,600.16,Credit Card,26/02/2021,Emaar Square Mall
I889678,C418281,Female,32,Food & Beverage,2,10.46,Cash,7/1/2022,Mall of Istanbul
I971905,C227839,Female,59,Toys,5,179.2,Credit Card,11/4/2022,Metrocity
I285442,C324335,Male,59,Cosmetics,5,203.3,Credit Card,5/1/2022,Zorlu Center
I101328,C468550,Male,52,Clothing,2,600.16,Cash,24/07/2022,Viaport Outlet
I228872,C240830,Female,42,Clothing,4,1200.32,Cash,12/6/2022,Forum Istanbul
I292292,C201147,Female,19,Clothing,1,300.08,Credit Card,10/12/2021,Cevahir AVM
I172110,C770534,Male,67,Souvenir,1,11.73,Debit Card,27/11/2021,Forum Istanbul
I379533,C188622,Female,27,Technology,5,5250,Debit Card,13/05/2022,Mall of Istanbul
I121638,C196221,Female,31,Cosmetics,1,40.66,Debit Card,26/06/2021,Kanyon
I161936,C136885,Female,19,Souvenir,1,11.73,Credit Card,5/3/2021,Mall of Istanbul
I214679,C180308,Female,56,Cosmetics,3,121.98,Debit Card,5/3/2022,Cevahir AVM
I239048,C194181,Male,33,Souvenir,1,11.73,Credit Card,28/02/2022,Cevahir AVM
I240742,C270908,Male,61,Clothing,2,600.16,Cash,21/04/2021,Istinye Park
